품명,가격,링크
한성컴퓨터 AX2706i,"2,029,000원",https://cr.shopping.naver.com/adcr.nhn?x=%2FSTvgVbmjHXUvbLcldAb1f%2F%2F%2Fw%3D%3Dspx1mj1I2f1DTnxnJXM81Ti1rnHTmWCjgAL624YjnESALcOE8RM8PO3gzU7JthB1I4WWWD8w7axq39%2BeJhqxCx2Wg5i7eB2mfqGuCocUM%2BmZ%2B5q1mYxkurq6T2qNA%2BE47wroU%2BQxkDVUG6Eedc3dozdyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMB21lww9rY9wCmaySD3f02iSucKVMqs50fLPJsURCOAcbXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPH1o54soQ1xBlj6o7w%2F7wAlhhKLvCiOVqqr%2B2%2FrMv3P8V36ogsAbT2GMBHUreotiQDQGBvp%2BoLX0NToIIKRbxFLu6j99V7dzX0hec7PrzV260VUPuWm9hgEJVqfQDM%2B5EDjVtnxROUMvj%2BlD9KyrkKbxtRKm%2BxQK6t4Q8OE2m7mjfsEHWc0HBhnHoUk32bXDok%2FAJcUmJF2ix%2Feizcr9afWSq3KW4NYm6%2Bs0gX1jefnOldoJpX4c9zuHyVNWCgwVYtdUpF7z8QhS%2FTv6G3BE5FQNUJgJp6CUXauCvW7Y5AjN&nvMid=29480242618&catId=50001737
삼성전자 삼성 DM500T9Z-AD5A,"828,990원",https://cr.shopping.naver.com/adcr.nhn?x=Km081sIQ60LeV8RVFTJNN%2F%2F%2F%2Fw%3D%3DsDGdKjrrDedA8IZXCnIiQpmRTy9Uymn43JsLKZ6s94QgJWpGMBUsxdF5XP77eIoc%2B9YC8LIkO2prm5fYfsw8Zj%2Bs1vRf0w48AVKiWJrGaYj%2FAbUlkHi%2FebWUHCXOnJAYW1fB3JzxIMZipeB6vrXXFgEgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUQPlZ2v8QpO%2FQS7TdENiCoDznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKZAc%2BGTuXGPpGoYtHXCs5iiDeEKQZF1Y9VxEcn2zdPrtzy9zNbLUva%2B9ilVM0wQ4H8oIwWwtoR1n9v6FRJlH22vdcKGS8K3v9HOi3wvF0Lzm%2FI%2F5u4ZL2P%2FDlji%2BWweeAzwaW%2FM61lICSLCur0TEV%2BR8%2Brxm0Ms9zN82RQNMmZfNGJhwVZ1C3%2F21BZE7LNAUGRSyqKr5pF2HX1nMUYFsVzxsk51kQNrH6CBQrdeBmcBN7hdCuomcc8nciXEhMZcxYHmH0g%2B7ofkdgx00iW8rPq5B0CIl3BeKsFF2drF%2B%2BsFv&nvMid=20885656848&catId=50001737
LG데스크탑 B80GV 코어-I5 8GB SSD512GB 정품윈도우11 LG컴퓨터 엘지데스크탑,"899,550원",https://cr.shopping.naver.com/adcr.nhn?x=CX%2BHSJ91QcME9%2FJEBPd6rf%2F%2F%2Fw%3D%3Dss1s%2FPWN5FwGPt8KczmpIWfUcAyjRZwiKMP3pvVqVOIcJWpGMBUsxdF5XP77eIoc%2Br7MJvRgtxZesBXs6vQL5c0cvSQ%2Fb%2Bf2OJ4WyZfUcvF3AbUlkHi%2FebWUHCXOnJAYW1fB3JzxIMZipeB6vrXXFgIZYgwI2fs40XR%2FERq%2FGNyfWK4fiV391hyKbNzjTTmNIe1W%2FmpcrdVEm9%2FhtyDNn7pSeRdGptJUTrOCMmklm%2Brj84irqoupb5cHtoCFQH9lAJV03cukp%2F9sq6JmLvPVclHSSMHmnwZMlkSyUbeww0f%2Bl1UsX4MWMtSibFZjyyugUf5S5ycDGuwbfEdv1A6kKwtbTPvQfWjOlUibOmWtUlJytEVbmwO16i8B%2BEDLPGiaAKExf2crIIyZE2K7oh14S6ALeXpGrmPqHop%2BLirLU1LgzjxHbststuiDhVcFt34vcKj72Az5zRNSYNMrladtX9dPzXG7NlJDts81fdQTxlsk9OoqUZ3l2C%2Bd1%2FqhAyCda9at3lCPcFcSGae%2BMyoN3zlFPTjxqZnuW%2B5MDOi0f4GtfD60gGiDkqPH7CCm4tfZ3Z2QuvUNMVd4mEKF2wFvLPqmMgC1nG4iY4tHwYRdsUvZ1DBcezskM3FAQ%2BJtUJEbaVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=82450510461&catId=50001737
한성컴퓨터 M시리즈 펜티엄 Win,"509,000원",https://cr.shopping.naver.com/adcr.nhn?x=6ydawZIZNVl8f8qOeBaMWP%2F%2F%2Fw%3D%3DsPBWMebA890wg5mUA0JnQ2E3YuZ3nc5%2F8rWAEZKHTlekJWpGMBUsxdF5XP77eIoc%2Bmipz7oxrbzmfzqDBR2j%2FtBupubUVI%2FR7MKoY7fIu2S7AbUlkHi%2FebWUHCXOnJAYW1fB3JzxIMZipeB6vrXXFgEgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMU%2BUd9AMZSeCTj3Hhrxuc2ujznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKULXDpxzdEi%2BWgts0YrygHEaDJJVFkW8AHiiwbX2zK7Nzy9zNbLUva%2B9ilVM0wQ4Hw3wwgBW%2BHwTNg0U9fsUOwluCX7qfKw3uLKVJPL7EEChnyPwbfs6JYfE13HK%2B0CpkRirB6cb8NeUwMmee5e%2Bw%2BTUM0T3%2FWW%2FHC85hACxZW%2Bd%2F8hZtmgrnna1INeWetw4idHOgGo3Z%2F%2BYJCalkLiwusCIDf9TYDOC4LzgCehLsur5RhlcAMsQQEyzQyNWjckLS3vtqqvZnfs2FOtYNVwXVXtWhZ3SMHTcLlpircdRzUgq1JIslBmdxaTx7xO1%2BPPoWw%3D%3D&nvMid=15572490714&catId=50001737
삼성 데스크탑 5 인텔 i5 GTX1650 게이밍컴퓨터 게임용컴퓨터 고사양PC,"1,299,000원",https://cr.shopping.naver.com/adcr.nhn?x=pRs7ivCVRrzG3SVgQ%2FEzg%2F%2F%2F%2Fw%3D%3DsEud9IpkYC5yK6uFcsN2r48ly87MKedq8%2FfOgM1rON0kJWpGMBUsxdF5XP77eIoc%2BXB2bky5PsUpx1unpbRy8d6Cc9IOUktzXUTGARbfQXjTAbUlkHi%2FebWUHCXOnJAYW1fB3JzxIMZipeB6vrXXFgIZYgwI2fs40XR%2FERq%2FGNyfWK4fiV391hyKbNzjTTmNIBGyqpum%2F2t%2BzWlHdmGAmWpSeRdGptJUTrOCMmklm%2Brj84irqoupb5cHtoCFQH9lAJV03cukp%2F9sq6JmLvPVclPgnK%2B2C4vaHFBHRe8yUNW0LBcPbhBZVJPw172l338MAf5S5ycDGuwbfEdv1A6kKwt2KOLxRa7sFRW9fA88gREIPo2LkuZC2e8jG%2BTLHQN0DRosSxf1yyKNJbOFUwLZfa%2FanUV57GzINsPESB6HKcMHg2HJT7h2%2FRcFGek%2B4A784ws0MaAXLx9Gt76gRBLyz%2B3r7dU5iHVyWhPNRqbHIxO3zTnTW0XqbYHMFv4VkfqLVAzFVO6NeRdhXAXKjbS3XyIgc1G1b8%2BABIdumWKerPwoXNye9k3akbXZcS5H%2FclHe%2Fcte%2FMaVBDzeLsjpVI8jDR9Asz6JkA%2FMJDxYA5FQuzDHJj5wN5cYEqTqk3ADVFqH5Hv1T%2FoDPeAT2ZD%2BWCfnsQ%3D%3D&nvMid=83193111547&catId=50001737
IGNIQ 리트 심플PC 1F RE 프리도스(RT-SPP00016),"1,149,000원",https://cr.shopping.naver.com/adcr.nhn?x=2riXUOyxDtLrnSbLPXbvtf%2F%2F%2Fw%3D%3Dss8byLawiH8R1mXtW%2FF%2FmbwU44wqD6sbqu4p428P5gz5q0EKTZhqu5IgUdSEfnCz2cJToZnko%2BrhNQODFyysfRCpE%2BzMVjwg8QpJ6gp%2BMZ0GEe%2BXycNl%2FX6gDA4Hzga1Vq3kgDrB8W61bkvLPv%2Fzc4ci30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqY%2FJdDInG5aSvPjfSfGkiqPkLxQseUvuXN%2FfaD%2FOo3jRJ6BdCe7IAGLjuCf1CfeZql%2B12vUovjE2zMfdxoP3BI%2BtzpoMdxpjMgpc1l1PiPTvDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqj7dZ9VFF%2FO4iin8rNwPP2IhIW%2Fufm4Ai1g%2Bbn5o8FWgy7RrQx4CkMqIgJzcYx621tFZODCkCYV0CDm0f0NCikmgIX25kXOk%2FUPdTKqFSCOqSCtWLsZOsCByx8mVJyvGT5YKdd88ZMA9e6i3gz6Bmk6FontttBVqEodQS%2BS0aNgZG%2Bz0pQHoFahQl0JtS3LF7ObDa0xhsVIFtPkiZuiZgGJYMo0p5%2Fg%2F%2Fe%2FC9KwFSDX%2BoWGf4SP5DfOI3upP%2Fm38l6WbrZGUk1i0WUUzTP8yY9XGn2G7Nw76UIKtxAbvc1sunzrwx%2FXNxGcfOVjAdqhkNwau4fTwOUqyF63FjwpQRls%3D&nvMid=31822815618&catId=50001737
IGNIQ 리트 심플PC 1F RE(RT-SPP00016),"1,149,000원",https://cr.shopping.naver.com/adcr.nhn?x=FhAMCNx%2BOdcj9YSXlpmF6f%2F%2F%2Fw%3D%3Dsn%2FONFpB%2F4VVqaDULCHDyTQLMYsN8IFLRVd%2BLr22Lb3hq0EKTZhqu5IgUdSEfnCz2WJZW9hCfmFc%2BUFCNpOzcEypE%2BzMVjwg8QpJ6gp%2BMZ0GEe%2BXycNl%2FX6gDA4Hzga1Vq3kgDrB8W61bkvLPv%2Fzc4ci30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnq1HIj4YnkprE9TCq3m%2FjjQ%2FkLxQseUvuXN%2FfaD%2FOo3jRJ6BdCe7IAGLjuCf1CfeZql%2B12vUovjE2zMfdxoP3BI%2BtzpoMdxpjMgpc1l1PiPTvDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqoERpVcP7XdBmY4R4J1n4BwhIW%2Fufm4Ai1g%2Bbn5o8FWgy7RrQx4CkMqIgJzcYx621rNkiUEseqR%2F9Bm60R5DOT2gIX25kXOk%2FUPdTKqFSCOqSCtWLsZOsCByx8mVJyvGT%2FnDZmGGG%2Ba1Uv2bPuarTqJWne6jom5CyOMNLaFHA1wYXm592bCw0gcF4FjbUU0ZCrtQNL9ebhRoDVrv5xM83EsfxngTMCitRsZSeIIrE1lfkjjt5cay4xPGtnDIRRfxUuo4w23C8nzlqqfEPU6sr5j%2BjC8GOgEXQhLdbwSfzGQuDhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=31800762618&catId=50001737
한성컴퓨터 AX2706W,"1,879,000원",https://cr.shopping.naver.com/adcr.nhn?x=%2F4bFjAlplUC%2FXhIaEW7TKv%2F%2F%2Fw%3D%3DsDqGJ2wClND%2Bphov1Kixh03vnmJpE51p9I2dgv%2Fp0YQIJWpGMBUsxdF5XP77eIoc%2BwRYd2rl727grBVMTK6KEd0NKC34ELdfrlw5aDaFZclbAbUlkHi%2FebWUHCXOnJAYW1fB3JzxIMZipeB6vrXXFgEgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUuHHem%2BziSaBedirLxtBjNTznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKfCyRuC6nh52RwfCQm4TzeVhwObKukac%2FPM1Y1Xw4I8xzy9zNbLUva%2B9ilVM0wQ4HyD66I%2F3U8nCrqNHhSJ7dl3dcKGS8K3v9HOi3wvF0Lzmz9mnn%2FjNS4Md8Dvu0dWVyPXnANnHHMcPp7%2Fbn6wwshf7yc44YCNlwkQxSOz04hiWkFCit56ATzDaHt2YFDV%2B%2BogN%2F1NgM4LgvOAJ6Euy6vk3HLhhmfgPyRLrMRgVRzJWeusZ52JsnbUNbvN3eTdXolaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=29749285618&catId=50001737
삼성 미들 I7 6700 고게임용 게이밍 포토샵 사양 견적 조립 컴퓨터 본체 데스크탑,"819,000원",https://cr.shopping.naver.com/adcr.nhn?x=YYcynCE9Puv2rfL%2BdXtE5P%2F%2F%2Fw%3D%3Dsqikl3Vub4oaklYQt1axkj5KlympVCxakEVfHPwZ5OPpq0EKTZhqu5IgUdSEfnCz2tk3p8S7NyS9Q97EVqJyzcipE%2BzMVjwg8QpJ6gp%2BMZ0GEe%2BXycNl%2FX6gDA4Hzga1Vq3kgDrB8W61bkvLPv%2Fzc4TaSZny%2B1MgSfJG5ocTRQNj1rIvubP2%2F%2BNF2sTRY2hEVLSbnq%2Bhdkyq5ZxNaq6Ft6L9nMdrmgpsoxzEFfmxL2h3ffisv5tHfoGFh7RH%2BtSaOAFJNLWxG%2Fj2gEfGb7GroeKQj23NcIeha6feICVpWOE5E7qsTqW745WthWpsEtrzs6nYt0P5vFdgOY0ddt5wMGa0NA%2BeJsrxKABLTStJ79uDILNwWl1ZbMNgJqoau3dL40wqh%2FwMY6H4gHdqYNjGiddC8MIwN9ef8pwfJYYdWG36vc89s%2BYh1A%2BucRmWl25saYtbuRReI4Vp96bb%2BOcgISGaACW6FVFjX0RGdm6GP8fJfobJRGJP5liplpvDZPBpzFr1XtALP1DGCvmMz2yIP4JtkkvQvdxkOMKl07fmGY24VFsvhRlT7DaoGdTcNXlqT5hCxTtO0BEGFMovpO9PUU13650t4Dxae002XJS2kVQadK8UBsIRG5UFC674sH8s0eNBNbppgmUDjVLjTx0H5PWhopkeKUdu5q4dSKA0zkoA%3D&nvMid=83210283246&catId=50001737
한성컴퓨터 미니슈트 i55 Win,"649,000원",https://cr.shopping.naver.com/adcr.nhn?x=zOCKxT23V7EabHD0JQ33df%2F%2F%2Fw%3D%3DsJSDNu7dNQoqmiMZ5XWtMYMvG8uR8HICekqbKKF3pEf0JWpGMBUsxdF5XP77eIoc%2BSTi4q1uLi4mp6AeTRZpkE5cgq00mztMv0Xhg0wymgxjAbUlkHi%2FebWUHCXOnJAYW1fB3JzxIMZipeB6vrXXFgEgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUX%2BSx2FpCGkTXShiBydidozznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKcBiUJ%2FcEiiyMO5nFINqc2minO0UOtgnKLIGqNG8UoaDzy9zNbLUva%2B9ilVM0wQ4H6cX52SVpJy3PH%2BtUcltDRg%2BhVEYoTr1TSuvmq6LxRF2gpC2gjA4kxJ8Q2vo%2Bnauum%2F3Sr9fff8RnpztMAAe9HqjriJ8H0NV5nx9%2BVr0aUV2ZRUviACj3M11U7nvZNhZYhC%2FPa2EW%2Bb672ckAL5GlnOOv%2B%2BG7P8zZs54SDuTec41yzf6BhGfN3N61VjVk0QvOjZVidp2PY5P6q9Qo4DY4fvNjqh%2FZemCCOboDhnweAmG&nvMid=25678757523&catId=50001737
한성컴퓨터 TFG AX12560XW,"1,589,000원",https://cr.shopping.naver.com/adcr.nhn?x=zdmj6AWJ5kXSNS6tRvivtf%2F%2F%2Fw%3D%3DsGfmA4tXR%2FdXE8hL5Wn%2BCWWLiDZxYNreu3%2BcNVZqgNtQJWpGMBUsxdF5XP77eIoc%2BLuKkvdMvYfmNtaq8J0wmgl3fiKypgzE4SxT%2BkEy5RMzAbUlkHi%2FebWUHCXOnJAYW1fB3JzxIMZipeB6vrXXFgEgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUQklXqPbElvKTvKge9%2FZBmjznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKY%2FTYtuiw9IkMbNUcya6yTgr2OcrFTnPiX2USllDbJEXzy9zNbLUva%2B9ilVM0wQ4Hxla1pPceA0%2FiqdlHPfderiy%2Fg%2B%2FSRal1BwobMCCgGuXGXFHf3Q%2F4WwBt%2B6hI2rIl%2BkFbqk3ilpJrHqYDGjEFql8%2Brxm0Ms9zN82RQNMmZfNa9cDFrJ4svfbxsIf4aKSdcNqaKb5OR8crY265r4LmMSEbKvHHvWY09P4S9bbbXKB9NJu7AX%2Bv7BKDLyjLYFF0cCVLWKJVX741nzs1FaeD%2BcdHI8FZtQVGFZJxOyBDKc%2B&nvMid=31259035622&catId=50001737
LG전자 27V790-KA50K,"1,512,000원",https://cr.shopping.naver.com/adcr.nhn?x=AvIeF2LENtbqGDSQ6Q2q0v%2F%2F%2Fw%3D%3DsJtuclNhzZ7G%2FL1i3WrCMjFU7lib3PZXoQt7EfukOXiELcOE8RM8PO3gzU7JthB1I%2FRFZ%2BnZ11gD5IC2i0LmfpCDUAfsIq0RNnh0II%2BLzizh%2B5q1mYxkurq6T2qNA%2BE47wroU%2BQxkDVUG6Eedc3dozdyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMBYx7CjdWmLx9yi0AwBtvg1nv7V0e3Fxli100OJxelvCbXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPBWVDz%2F9uaY0l4yftkxLsp1MlaCTyNAO2nU1mF%2BGmgkQV36ogsAbT2GMBHUreotiQPiZvqf3Q2WzlPoUTLAS3jiAB3ler5KtpjcG8a%2BhIE6qNifbjq9lwtRIpr4isW5NVxOUNRiu5PA%2BzlgFk4iYiG5ebn3ZsLDSBwXgWNtRTRkKiDQf97qQmdeBll3gTHGsFMGSedGf0evERGHxiAAJ9quLCeENxYTqahEou6FrVnar0un%2FWv4Mdj5fDKF5b3ICuFcMppzPDfnviMDJ6KQIta0dHI8FZtQVGFZJxOyBDKc%2B&nvMid=15819827492&catId=50001737
DELL 보스트로 RV3888 데스크탑 i5-10400 8G 256GB Win10Pro,"870,000원",https://cr.shopping.naver.com/adcr.nhn?x=Cajur3IeeMLkCIL%2BcrDRYv%2F%2F%2Fw%3D%3DsUoaCDq%2BNTgUTW43002w8mB19vzlIWg%2FNKYdOQVVPw7dq0EKTZhqu5IgUdSEfnCz2qnz4nEro2QPZPsWEIbuOQSpE%2BzMVjwg8QpJ6gp%2BMZ0GEe%2BXycNl%2FX6gDA4Hzga1Vq3kgDrB8W61bkvLPv%2Fzc4TaSZny%2B1MgSfJG5ocTRQNj1rIvubP2%2F%2BNF2sTRY2hEVPLBmBa%2B4TYkD4RLcKNKCYb9nMdrmgpsoxzEFfmxL2h3ffisv5tHfoGFh7RH%2BtSaOAFJNLWxG%2Fj2gEfGb7GroeFBo7XcF55%2BZ2VVsROTWB9l7DVZrOQ0n4cvUgOly1uufh4gop7nbvOFvgN4InREmI1Lj2uBFVa%2Bcglw7P%2BtykL0IMzakSgQDB1LLNOKB4Fu%2Bo%2BMpAaNy0NQIA3GMRNs2rCzDaQ2K0ZopyEu%2BNHi8MI%2BGYBtWAPyRJMirszMUhmhbgJHV2NhGWBuFS2xUxurxxDw97kqoveljMOZ9X8K6D%2BgrWmfB%2FPbo%2Bm7qhTfLkKitgYkc1Y6sO8L1cSe%2FtVPQVu3AqXWA7FD4VjyptjPmFLudZVTuV2VMXefvmALx3mXAOS5miqspYWaXkW5IyHBJ%2FAN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=83489076430&catId=50001737
LG 일체형 PC 27V70N-GR56K 기업추천 업무용 학생 롤 가성비 올인원 컴퓨터,"1,499,000원",https://cr.shopping.naver.com/adcr.nhn?x=0YBhOJZywGauDOu10lAzRv%2F%2F%2Fw%3D%3DsycLMldnb%2FAm5LX4idY8mwSeJ8aCt7OPjEXZh4OBUem8JWpGMBUsxdF5XP77eIoc%2BgF1gWPCWJV2OZU1MDZY%2Fo59Oau%2Fc%2B1CV863RQcfuYArAbUlkHi%2FebWUHCXOnJAYW1fB3JzxIMZipeB6vrXXFgIZYgwI2fs40XR%2FERq%2FGNyfWK4fiV391hyKbNzjTTmNIXD%2FP%2FeDDPKT0SxRQp4h7CJSeRdGptJUTrOCMmklm%2Brj84irqoupb5cHtoCFQH9lAJV03cukp%2F9sq6JmLvPVclF6lwDiIar48KipFBBJRIDFt0ZTTclaV2g5GBr3HX60dx72P1MzfeDsyK%2BcBtz34gBxBVatkA3t4X3OpQ6DkpJvlvTdl34HuLPrtJSXNcFFoRil81yJfjPlx18aqxBh%2Fbt%2F0Aj24Rf9YgHk6lqxVxXqF9My1j2wLyBHYiz7LKdfmPv4VUeiS6ytDUW6Zv63rVYGVuuXIAj3Aql3A5puz7wNxJdru6AJ812WuomLJecy8eR2sk6DPpTPdVBakj8SGSVSExzDZKWBx%2F4H0JqSL3kNgGig5ApvLx3cX3kvoHZYzvMsKExwQCChcBD9%2FYzuYHFAVzpAb3FhcdR33gY9Do0%2BCEw5VGeI10MgGGmvx024Gb1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=83200148164&catId=50001737
Apple 아이맥 24형 2021년형 M1 8코어 CPU 및 7코어 GPU 256GB 핑크 (MJVA3KH/A),"1,588,600원",https://cr.shopping.naver.com/adcr.nhn?x=BPsBZ1IduL50KdfZSMCRo%2F%2F%2F%2Fw%3D%3Dsbd3Z7FumeaB8s1J8gJIj71sldn4lNVu4qmVyX6JeO08JWpGMBUsxdF5XP77eIoc%2BNZvHr7HQ8Oz%2FwEIvSqfxMj43DhZYXjurD8GYej1VS%2BnAbUlkHi%2FebWUHCXOnJAYW1fB3JzxIMZipeB6vrXXFgEgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUwVB6KBqqyvku%2BUssO7UoejznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKcb5EbbJPeBd6XsNvshb8WVPDyGOYzv8nz3HgvPZBl%2BSzy9zNbLUva%2B9ilVM0wQ4H%2Fjq%2FE6m0OQ6k%2FZYgtCByWoGVJjQOIMS03m13YAnzFDQpOVXrumE0IYWoVbuYGHPlSnSjmzQpaFFi6mZ0uBpF3nfFX7tSWPf%2BrU8JYYGROd5SAvAbXf0jT4djjb1wJffzTUjGY80J3hL5kr8GNrOADHhiXCUeUKGG2dr7k88%2B1mLuwP9L0j7YvHB2OKNn2rLcDBjIUFUM6K4ZzATKfZh0D9gLfY5PWtuoc%2BIyVYAbz8YqBaaWEW0vK2cQT0c%2BwS6DaI1RZ0JZNY4YMYkWVaSdH75c1ZmHkjUBgGmjBGoXv4saGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=27104943526&catId=50001737
한성컴퓨터 ForceRecon i5 홈오피스 Win,"559,000원",https://cr.shopping.naver.com/adcr.nhn?x=nWwEHZ4mPRK5%2FdCwWswcWP%2F%2F%2Fw%3D%3DsvbFiUJ17afKv9Y4GkwZowXkvMPgbZFpUhJWech7ev7CeTGkJEt7cg4H8hyUgHDs8APlAPnTqu6CY4oS4OAM2u9pPsL%2BmUfJuyuInG94cjdpiWD5XcCUYLaMoDHU%2Fq1IzpxxYYa1osIHQ%2Fb2a%2FJhbDkPg%2F6PYJW9LpCSumzPJoiiI9aZyW4hhCgmcrsQhWGWGv72fNWdyDbpewvIHzHIfvpwpRN%2FqQp%2FpvrDrFrq3sq%2BGLVWQOjEfRR9D5HXN8%2Fs04mLyU6FGyKg6XzxoIHbKwhgd6%2FGwNhvB2EG8mRkzNGCAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2Fae5EQHwKBvtOncO8Tr%2B20FqLzcRVswO%2FNXTrA15l4GNh2viQTjyvabyEQeg3RfPirmTa%2Bkag9Q%2B4rh%2BgF7K%2Fb%2BcPfwzF9ktWcxdrcTtO8KUeeiicElj5OIJx9b2nj%2BHb%2FDhBwvwYXsw9kqWbh64USDUM0T3%2FWW%2FHC85hACxZW%2Bd%2Bbh%2Bqrn5W%2BQum1JSbIFNOhW0LDp3WHvd%2BdaiDfsANSaIDf9TYDOC4LzgCehLsur5bzIGRoUU7CcJ61dv627O5QGLue9Yv6p7ZFqWo7192PVWhZ3SMHTcLlpircdRzUgq1JIslBmdxaTx7xO1%2BPPoWw%3D%3D&nvMid=19160395754&catId=50001737
Apple 아이맥 21.5형 2019년형 (MRT32KH/A),"2,000,000원",https://cr.shopping.naver.com/adcr.nhn?x=bZbioaK%2BvDlNuhikPgzBu%2F%2F%2F%2Fw%3D%3DsTKzKgDC%2Bbyf7j2AoZtwx%2FDM%2BvBM2CO%2FXiHICEsqNqy8LcOE8RM8PO3gzU7JthB1I3KcTf2hjGaQmyW4ipF38mTRpH%2BF%2FNrx7Y0pv0aaaX1F%2B5q1mYxkurq6T2qNA%2BE47wroU%2BQxkDVUG6Eedc3dozdyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMBfKboWoGUy%2FK6UfouAyE6MjPN5LX4FnSuygjnCBdI3LPXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPGsm95z9DLkbr%2Bo8vkpJ8A4MZW3Ef6%2Bj3L6r%2BWfAv1dHV36ogsAbT2GMBHUreotiQA2AnWsRxP7y3LXldeAnQSueJWEisaxWGyvW5TgprG4WBHNOS04mwbf2sLSii8Aqp8oIEJqmyQ6ED5VfAe4y0jIAmJcf3uV8FCv4%2FXnTQiIukCNo50sNTRwaZkArVRBbh7ZOokp1dmsEfodmZBf%2BLcjJ82KvIE9riP25uN9uwrx%2F71tqtWQablf%2F77SlIExh5%2F%2FGRlc4DgQF3LRaBvTgWp7J47k%2BpyvHbLRT0kL%2BynJfAfbTZaplkiqwbPMpcYqFqAau4fTwOUqyF63FjwpQRls%3D&nvMid=19137826953&catId=50001737
