품명,가격,링크
Apple 아이맥 24형 2021년형 M1 8코어 CPU 및 8코어 GPU 256GB 퍼플,"1,823,600원",https://cr.shopping.naver.com/adcr.nhn?x=y43S5I5rX4PURgP3ACYH1f%2F%2F%2Fw%3D%3DsOkczGqXq87z0g9JJOJVkZc1VMeK3HHaUenvIrQ96r%2BQJWpGMBUsxdF5XP77eIoc%2Bm6MQ2OBGTIeW81j5GGOR7tdPNGBlSBwKMQG5fuPvzCPAbUlkHi%2FebWUHCXOnJAYW1fB3JzxIMZipeB6vrXXFgEgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUYW5JzljVvzQ6FJF2YfJ2DDznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKTqVCLGKucw9fPP5x1Pijh4ldEH49tAHEMJ%2ByIbUEzzjzy9zNbLUva%2B9ilVM0wQ4HyrJBzgZJCED9h07IMBqfpRuCX7qfKw3uLKVJPL7EEChpOVXrumE0IYWoVbuYGHPlSnSjmzQpaFFi6mZ0uBpF3nfFX7tSWPf%2BrU8JYYGROd5lgluudmjsxbWTGH%2BUvBonmLRdrvyD10MR24o3SahV2VwpgeM1G8n6wT%2F7uIuGbEo7uA4hgeFC39fghEwYc0KNz9yEFA4fi1e%2BQYU7%2Bnv49JicchwRNwmJ84TyxvjggzF77%2BOtHEYHXZnrE7bsi06BiGeah0lCf4YAxZyIonNnr%2Fke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=27105334524&catId=50001737
HP Envy 데스크탑 TE01-1111KL,"764,100원",https://cr.shopping.naver.com/adcr.nhn?x=PCKHUFVTC3woLLK3gGUuy%2F%2F%2F%2Fw%3D%3Dsfw2LOu4y88gqysOKsahdWopFfvPazboumqr74fcriNxq0EKTZhqu5IgUdSEfnCz25cNupGYKFFbwuLyYXSo4gSpE%2BzMVjwg8QpJ6gp%2BMZ0GEe%2BXycNl%2FX6gDA4Hzga1Vq3kgDrB8W61bkvLPv%2Fzc4ci30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqWbBlnOGMwASsgFIvurLrSvkLxQseUvuXN%2FfaD%2FOo3jRJ6BdCe7IAGLjuCf1CfeZql%2B12vUovjE2zMfdxoP3BI%2BtzpoMdxpjMgpc1l1PiPTvDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqilp732HPxWHIo8tjAYPkI0hIW%2Fufm4Ai1g%2Bbn5o8FWgy7RrQx4CkMqIgJzcYx621lUqLW5Nmn%2B3g6MkAbZUUDugIX25kXOk%2FUPdTKqFSCOqBSn9BZELUCyfG2ExEhUzTisdij5gOEPjBWgZPJIfMXZ0IFNB7JOkXg19wa1dvIwEhR1V7eBxF0S%2FmzK2KOFlO%2BFxJoS1ZRW4Kv8jkjc9Cs%2BtqaMHAJkj0DAJXiYJNZCZt4eTvJ25BQtaqRoXYV0eDmkiI2bpsuEv%2BVmXJM8W2CtvU2Y6hEEwGxc1AZfON9sL4VRAH%2BsMDObarUodGweR8Q%3D%3D&nvMid=23682040490&catId=50001737
한성컴퓨터 AX5560X,"1,579,000원",https://cr.shopping.naver.com/adcr.nhn?x=m%2BenKRbUgCnpCNDuOG%2BMK%2F%2F%2F%2Fw%3D%3DsMAbRq4AhNTx1%2FmYQHKjMR5avxyrBAxktfPWd5aOKde8LcOE8RM8PO3gzU7JthB1IKIfClru9ye7zkIze6TxOUTcO9R420TiDjyPrNRnZ97x%2B5q1mYxkurq6T2qNA%2BE47wroU%2BQxkDVUG6Eedc3dozdyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMB13qq1Qawjc26T1ljyonRgTviF6XPgt2iE3aC7c7MEBTXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPPkxbNraLu4gN99nSsp%2FeLFiKJXV3eSdqYBBZtzoclabV36ogsAbT2GMBHUreotiQLPNWnv8K2yMun14CPTB1ScLP6VAqatl3690jhXWX5Hw0VUPuWm9hgEJVqfQDM%2B5EKrTYZtMXagmyuUluSj%2BO3rxtRKm%2BxQK6t4Q8OE2m7mjINv1zoecRGGFs535GT5qbk%2FAJcUmJF2ix%2Feizcr9afXa5kONbQWJR4VBSCocDcLeQwaBTBzVYXd8SvmJ0SipPNdUpF7z8QhS%2FTv6G3BE5FQNUJgJp6CUXauCvW7Y5AjN&nvMid=29487840619&catId=50001737
해외애플 맥 스튜디오 Mac Studio M1 MAX 512GB SSD & 32GB 통합 메모리,"2,590,000원",https://cr.shopping.naver.com/adcr.nhn?x=d6GuortAxBKn2ivRAgvOK%2F%2F%2F%2Fw%3D%3Ds4UfI0pR3tTEGxuf18z5FU2IxaZpCfQpnsNHsJMD0ZKxq0EKTZhqu5IgUdSEfnCz2YxLoybMrvHWdZwZQw2pt0SpE%2BzMVjwg8QpJ6gp%2BMZ0GEe%2BXycNl%2FX6gDA4Hzga1Vq3kgDrB8W61bkvLPv%2Fzc4TaSZny%2B1MgSfJG5ocTRQNj1rIvubP2%2F%2BNF2sTRY2hEVEQhYl2K%2FunUsLfUcJPhm%2FL9nMdrmgpsoxzEFfmxL2h3ffisv5tHfoGFh7RH%2BtSaOAFJNLWxG%2Fj2gEfGb7GroeO7F%2BdsVu1S7qENVivc4%2ByXUQHT641k5RnCKsCEpPyfh6nYt0P5vFdgOY0ddt5wMGesYTUepGJIb%2F81ZnA7pk0Pb80ytNztQ6edsxeMxk0FU%2BUiM22RVIBa1MkP6%2B7broWWAU3P8hWKDAqqsOJKFvcst3gWFyTaeh5q6N7JYlqJO%2FqwqyQ7NUFD1xTUggk%2B%2FmTBo3biuNLDXEORXJq7hUQUDMVU7o15F2FcBcqNtLdfIDaMf6XvSRq872sSomiQj%2Bxc3J72TdqRtdlxLkf9yUd45NaFEhPdHDr4quxSnK4moFCf0PYQreE6qyl2dQ2kxyRTXLtp0OPqeb93h%2F1ZgIvzke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=84002774251&catId=50001737
ASUS ROG GA15 G15DK-CV7R7015 게이밍PC RTX3070 16GB,"2,179,000원",https://cr.shopping.naver.com/adcr.nhn?x=kTHMs1yogyLZA5o8%2BnMIFP%2F%2F%2Fw%3D%3Ds0Jq1KZZHBrMVQiDxdlnjjC1F3FET0yZPpomU%2BPORckULcOE8RM8PO3gzU7JthB1InNMRSml%2BsRBAKeJx778o9Pg4OchdrY%2Fug4XrEHl3HDV%2B5q1mYxkurq6T2qNA%2BE47wroU%2BQxkDVUG6Eedc3dozScX2AUq8VPh3PK%2Fo8l8aTkQ30gwb0ZAWnfX3Zzr1ayR7%2BHgyHCUPfMOBFan1qx0fSJYO0eoSEW9UqohzHQ0tVogFXQDhsabUHukiURKLQn4B7P9jx5KZr1oy9qstZx7m8oy6v2cqm4ikl6IaQIpveHozMWaY%2BnsSw30qljWxGI%2Fo49KP4d5sN06HAvpbunEvKhBGd9OMGZnzn8BeOsiHJnU5STBjqTbygHlO7qc1Vwci4jXXfv3yXGkk3LZWWdokkspbe7diX4CC6GUqIfBerd5Rvn2UXsQcQVk14JpnBxKrvbI%2FDZIWOb8q2z184FXpgMxVTujXkXYVwFyo20t18jBQdK1ofyq0vXJN%2FKIrSdEFzcnvZN2pG12XEuR%2F3JR3vbPnXKBhytB6orUooqcvd1e7sIaF4x9G6kY7i9sCt2vXSe8UbXX02e3%2B7tTIOWaU%2BR79U%2F6Az3gE9mQ%2Flgn57E%3D&nvMid=83889600534&catId=50001737
한성컴퓨터 M시리즈 i12300 D5,"489,000원",https://cr.shopping.naver.com/adcr.nhn?x=cG2wruBNfgDH%2B5Rgctjk1v%2F%2F%2Fw%3D%3DsDhXASylLoz4CWN2VLH7NE2jhCikseiL7hDJpgje8xx8LcOE8RM8PO3gzU7JthB1I97haatN7bo%2B0SGIyl8JxryNhGTFbdyF3bRKC9FGYkOZ%2B5q1mYxkurq6T2qNA%2BE47wroU%2BQxkDVUG6Eedc3dozdyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMBZlBJM0i9M5EyXdunc0NYciucKVMqs50fLPJsURCOAcbXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPOXTaKsZECgWbV5XA9RFeIgJQ5E2rw4cwsZPA5z%2BnviFV36ogsAbT2GMBHUreotiQJNvsmKFqpNBBFdX62jKXRju6j99V7dzX0hec7PrzV26GLatjBNV5tR1ZtcsdaeRM6uR8R2HsshnYThxUtQ5u1x4rJwproI1mUT1F4mDPV1WO5Kt5vpYzY%2FijxsANnX%2Bk8OFt%2F%2FwpwjkZO6u08DnRupicchwRNwmJ84TyxvjggzFimaA2pWrfGCRSTFX7snkq6ehfKM%2FsXvjujskx1Phj8xXc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=31453212618&catId=50001737
삼성전자 삼성 DM500SCA-A38AW,"729,000원",https://cr.shopping.naver.com/adcr.nhn?x=yzutoOJ3qm%2Fsl5azM8ZPf%2F%2F%2F%2Fw%3D%3DsY%2B2fRsG8IybNzYpbHDPbnCJAK8wcLOua62VPkrCV4W0JWpGMBUsxdF5XP77eIoc%2BN4Dzpr3JXLsary6p77G55XiRnP5Gc8nT1%2BeDdkMCCkbAbUlkHi%2FebWUHCXOnJAYW1fB3JzxIMZipeB6vrXXFgEgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUVfmd8ivrNvPQs56o5yyHlDznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKZwy4yKMPlms0z9O5mXqDiaTv2R38PMuU%2B9kZDbl0PN9zy9zNbLUva%2B9ilVM0wQ4H9UIFaSmBe7aQiG%2BUCi403ay%2Fg%2B%2FSRal1BwobMCCgGuX%2FI%2F5u4ZL2P%2FDlji%2BWweeA8fKzhvfT4B3ZAMm5XtzKcCXaludd08Wsz4UAOVjCHmyrHfbzJzjrvc5Q4bs3Jdd6MNqaKb5OR8crY265r4LmMQjixE2898odhydXjiST1%2Bp30HOIJO5F%2F77NHfZbn6qdINHfeJrDcO5LOZYfscS7U8dHI8FZtQVGFZJxOyBDKc%2B&nvMid=27519563522&catId=50001737
한성컴퓨터 프리워커 F12300W,"569,000원",https://cr.shopping.naver.com/adcr.nhn?x=OpIgnTsUq%2FhikNyYiXgjQP%2F%2F%2Fw%3D%3Ds%2Fcfeodm3%2B29aNj1%2BZs%2FEWEgFO8wxQkxquvMk6Z5keaYLcOE8RM8PO3gzU7JthB1Is1yaxp0U95z12QmTHyRWh1OnMOMF2w1Vgj1o88mYLPp%2B5q1mYxkurq6T2qNA%2BE47wroU%2BQxkDVUG6Eedc3dozdyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMBUld5PWA%2BXvyv7%2FOQKZWa6iucKVMqs50fLPJsURCOAcbXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPMcgAMznjb%2BNaqmrJwiX4dzjFnC4nZ%2FDZxB0qNDuqn0tV36ogsAbT2GMBHUreotiQMzgK6aUaYVOeYU%2FLaoxV0YPXmCBzdGDqe0FRc9RRnisueUjEHzuGFwwN5t1eEmOzSvTAIt83Eqp5WCXyfY5np38g%2BduiqdFhS7aMhWROaHisXgsMES2WNMkTW5sCflrriQ2OfDzNfbCFEbcWMvxo79icchwRNwmJ84TyxvjggzF02xCPFHOuzH3rvWq1ioorN69Wem6s8wQoZf8XnlvBPFXc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=30929960618&catId=50001737
IGNIQ 리트 심플PC 1G(RT-SPP00007),"549,000원",https://cr.shopping.naver.com/adcr.nhn?x=4tCgXF28f%2FB%2F0sr6S7i5gP%2F%2F%2Fw%3D%3DsWBgZm%2BaLcFtWNIdLw5oU3VvgnfPXSGuY%2BLOgf%2FUcoEcJWpGMBUsxdF5XP77eIoc%2BpBKhlcLZ6%2Bswa5brC6FZFamoDRbuZSp%2BY%2BxP5IXfaxDAbUlkHi%2FebWUHCXOnJAYW1fB3JzxIMZipeB6vrXXFgEgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMU2oY8z2l27pTvVzHXPHi5QTznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKeiTx9sH7PUL%2Bko4j4XKsYgWNs935K8YtW0aDqDBdUiszy9zNbLUva%2B9ilVM0wQ4H%2BX0Gxc8hBIDogm3BBmRcJluCX7qfKw3uLKVJPL7EEChYA1jLXETGQ7ZkOX1%2BsvZ%2BxprMpt3861vGws7pJVWWGDQ6m3%2B0fgvx9cG%2FN2TjVofXm592bCw0gcF4FjbUU0ZCgb%2BWpiod%2FLFkERM%2BVV8GUoHaR8JROhhJdL3IweMlrCDyoKR%2FDgSLW%2FQd70tK3kngv22FFwZnJ%2FQfGp%2FmCvxUvVkr7fSoF1mfxN3S1JzWJi%2FgqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=28543348554&catId=50001737
산업용 컴퓨터,"805,000원",https://cr.shopping.naver.com/adcr.nhn?x=bffWGtINfnT8cV6cKDkX3v%2F%2F%2Fw%3D%3DssbzYWxKOUzcgylrzbgO4RFxycDnvMqgKONfJi7X75esLcOE8RM8PO3gzU7JthB1IYzku5K1%2BNCiG1N9XWbCf2T8N2j48ff79i9%2BdTnG8uld%2B5q1mYxkurq6T2qNA%2BE47wroU%2BQxkDVUG6Eedc3dozScX2AUq8VPh3PK%2Fo8l8aTkQ30gwb0ZAWnfX3Zzr1ayRfztWGPJ8GueDxq49irsrJBnVnMI0RKer9BbLw7Y7kcggFXQDhsabUHukiURKLQn4B7P9jx5KZr1oy9qstZx7mxd1Bo%2BiMyh8U24VzrHr6qpV7XUCJIaMEHFUUD%2FRulYnrxn3FgoB55e6wbEyBHEnREUxk%2BedEg0vO2ekHIo89i7FD5KzZhLa84o53k9zD2867YLVmPpD7xTVO2evoOZFlqjFJg%2BuxFFmc8PfqPwNiBd2RV0cAty9NvYgGa4jD36OKqnCY%2BDV%2F%2BwyfBAkRUKbF6vtUBvfoSsQPvEM6ZWUZTpekV0xz9ZIBFZ%2B4R21aqIPSGSGJH%2BVgIHPDhTdTcVwH3KRXMiaMMYU12fk54IG8gPLVWGr8fvvH1mWvUgXPK6j&nvMid=81805147946&catId=50001737
한성컴퓨터 프리워커 F5500GW,"559,000원",https://cr.shopping.naver.com/adcr.nhn?x=Q3XLxBDICXQ3B2thElHb8P%2F%2F%2Fw%3D%3DskkIIVZbpIcywjVLDoI5g12UDcYNlPiJhgb9b%2BHAFuIoJWpGMBUsxdF5XP77eIoc%2BWUlhv42w3n%2BwpzyZa94Lw6505y3vt9sGoXtJO4GyrZTAbUlkHi%2FebWUHCXOnJAYW1fB3JzxIMZipeB6vrXXFgEgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUpAKTlf0%2FtnJR4rlcgbl0fzznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKXvQ%2BQ950D4JNtfcls15lxiZ1yINSvdnfTj6Xx8EQaojzy9zNbLUva%2B9ilVM0wQ4H%2BaEqpstFw%2B%2Bo9rEZO%2FPSIXcEUMk%2BYg0ZV3bZSl4pTyyihBhKxj3tArXyuubg41dOeXQDe7UcyE7RmM%2Bgokg%2F0ejriJ8H0NV5nx9%2BVr0aUV2dN7CDPFs5NCz%2FBeURHsgqGoUtiPxSU1GNByNYYXmZ8qOv%2B%2BG7P8zZs54SDuTec41Za6QxxPD7CDD9i%2BmlYXI4sCwxsX89CBVPonXQ7awECLNjqh%2FZemCCOboDhnweAmG&nvMid=23552453490&catId=50001737
삼성데스크탑 i5 16GB SSD512GB 정품윈도우11 삼성컴퓨터본체 사무용컴퓨터,"1,062,810원",https://cr.shopping.naver.com/adcr.nhn?x=wyMFG%2Bzp2B7wnCVgDcA%2Flv%2F%2F%2Fw%3D%3DskJiiQK8YE8rlmmvBgAr%2FpTZzDlkKncpZWk7TCYEwnuAJWpGMBUsxdF5XP77eIoc%2BbQCVDIHzFzidVD7AP4Y3XozSWoL8SdYBXF2FsqutcSnAbUlkHi%2FebWUHCXOnJAYW1fB3JzxIMZipeB6vrXXFgIZYgwI2fs40XR%2FERq%2FGNyfWK4fiV391hyKbNzjTTmNIEb4OExoUtRjoCCuzye52JZSeRdGptJUTrOCMmklm%2Brj84irqoupb5cHtoCFQH9lAJV03cukp%2F9sq6JmLvPVclMuX2FC7rK72MSLYTQNnVsUwPpaeFeH4ucPpfF1CJfKUf5S5ycDGuwbfEdv1A6kKwjk7lCqTQI4dFa7vEIfBoc1qUEdYOFdbrWFNt0q1UdDrTBw6GKRMa12eUAQkpNH%2Bj75w2qN%2FF5F3Q8E%2BWbBQf0ZZyx4acoqiErePU8F5NSlchgm3dqPPkHVv1qx4TkdPLvPjU49zKyEKUaXpGOigPWh%2BLCHY%2BKsTjmoy28eh7VQQUg2e9ZUR%2FfZo1ho65JX%2FSeagCPQcJJeZkmR7u02a%2FytDIrwCZbOkfGpB6LleA4vxovQ7ViOtgqt%2FXAmci8TE7H%2F2mhV0Kbg75rp4zJK46n87ZANsh2P8eZiAAakC%2BMHRb1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=82660826481&catId=50001737
한성컴퓨터 프리워커 F2700W,"788,000원",https://cr.shopping.naver.com/adcr.nhn?x=%2BG3ZinsEGeoftUKozJ68CP%2F%2F%2Fw%3D%3DsZ0PocXSouimx4XfLkWGpOGYiazau65wZ90I2%2F3vXUw4LcOE8RM8PO3gzU7JthB1IFGUJ6QRkuhiH6soDiJ81ytOx8UyAiLrZ1tbXmPxdipp%2B5q1mYxkurq6T2qNA%2BE47wroU%2BQxkDVUG6Eedc3dozdyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMBCUenxbFYiyGm1lnqf0AhivfyDKjZKkeqym%2Bzu9tNsnjXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPAMZPM94nfBHoSHBOSzNwUIVZ46OUF4PV0OcOrNatESdV36ogsAbT2GMBHUreotiQN%2B02maAxikU7WHD7ufjE%2F%2Fd3U6AnGovzY0Svtu6WMrsueUjEHzuGFwwN5t1eEmOzSkhjcT0xV1WSVfqGFTksFNqM6yniGP3%2BQpKGI4a%2BLTY5JQvwSBpUHUANIMxL5%2BS3fzk647gIYzNcfczIuHRpqYRpOFzCbaM6OU97uoPifjrRzgimenUbD1ZmrJJxcqUZkKwGb9E%2Fj6tphRhTAuLggvke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=23603870491&catId=50001737
삼성전자 올인원PC i5 NVMe 256GB 일체형 사무용,"1,099,000원",https://cr.shopping.naver.com/adcr.nhn?x=yMM%2ByjI%2BZehaKj%2BH9jOm5P%2F%2F%2Fw%3D%3DsQl%2F0wwDKTvPFsq9bdKLO8gt27aMWUEfU2ZssDZYCHbALcOE8RM8PO3gzU7JthB1IH0J5kRkOO8BiWLSvudR9TyMGpZ0OO3a4%2BbL%2BoQhXiq9%2B5q1mYxkurq6T2qNA%2BE47wroU%2BQxkDVUG6Eedc3dozcMf0TDqXVQj4Pa2jDQEqWk1JlZHfES505%2F%2Fvugbi%2FndtiJ%2BFMYQeMM04pj0NjTUBEE3pK6ZmVme36ki7LCkzxpE2DBvQRfeTtf%2BS5e5u8mtvQT2h1mLqAvv6%2Bb%2B3Vrc66Tq%2FbD2MGowZHhNOyBhpCeUgj7JhipZW7dJJfFyMQl0Misr113%2FGf8W85d0gQ1P3F2tT2AG9M5jxdXEaCkbHF1N4tMxSTWR%2B2%2FZqiQcnsZKefYRiASpijfn%2BH94cH%2BzW90Sw3Hhl2R9H3TXkQy0UumJ9ndRR72HIJs4RbaKWJV35%2BEgSQNU4TtIZDUooQGTknFWIexkTQx%2B8HfsLx%2FflwG0JOy4rhZdRTywjhR4DJUcLB%2F4BR9Zw5lYCL%2F9RsiXDWS%2Bt%2FdW4%2B4bFr14TqdAtelw%2FrfYk4XF7Yynu%2FcHOT4DUh%2BD2Aow0sjiqJe4ltuAD04L0wvOS5BLQAXF0jtVt9yFbDf4gHI5rSMJU1BWcIOg&nvMid=27109003696&catId=50001737
한성컴퓨터 AX12707A,"1,749,000원",https://cr.shopping.naver.com/adcr.nhn?x=HH6SSEZo0QY2oQt%2FMZsQqf%2F%2F%2Fw%3D%3DsRE2LwFx%2Fq8Qmhv8mJ%2Byts21WxOvK%2BeH6vYI9jSVoenwLcOE8RM8PO3gzU7JthB1IArRUo0fc0QsDeSmxVq0DxE%2BBUa5DFDcwe%2Fg3NfxRRTF%2B5q1mYxkurq6T2qNA%2BE47wroU%2BQxkDVUG6Eedc3dozdyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMB%2BsSFu%2Fs9e3IKcZ%2FzTE7Z%2BiucKVMqs50fLPJsURCOAcbXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPL0IK8FAmSq%2FDgdMF2JhdcQlKNyE%2BP8HEmT2WlQ2Oy8UV36ogsAbT2GMBHUreotiQG3%2BbVyM2RbxXqqKEXMKoeOyYRJOQaOhWsIBxJ4bBraU0VUPuWm9hgEJVqfQDM%2B5EFQ4pVZnNfJrioti4jRRqewXUpCD%2Bi988sQTEh%2Fv9j%2BDdkPmzp0%2BOkliMcQL0BsIse9barVkGm5X%2F%2B%2B0pSBMYec4RPsI%2BjwiC5jegkWl3bmwvBhMe9zg2Cs5F8kPs5DdE2FR4PvKHj1XbzJBXK1HAswGruH08DlKshetxY8KUEZb&nvMid=31818697618&catId=50001737
주연테크 TINY115T,"699,000원",https://adcr.naver.com/adcr?x=nMckL1TM1mhftZoQMpK77////w==kqlYuww0vBSJ4ocK9pArRqQTRxodvS8tkoNPQPDycG11tN04MvYcZdXTi03LpmeEv5oJ+Y+oL97h7v17SS+8Dhnjnf0hj58e57w2BMg55pdzRsA69+X5C7+vDKy3rXOChMjMgcnTS+KYN69AdeFcW03qdBeMWTTs5Y8TxVS9rlq3rrFvPOOq5qx2kFTfv5GR93+rIWQzjdFT9fuT6jp5ChVHWvItl4IPrQs8ubqSVvmwQKftRtxVUEQLFPnRTf71IqjXmK7WYrwNBBXfqHBpTZSmkD0p/udrBaax6xY8P6kjGx7ZvDRYaBCIfbr+YTbtOPuBHb2zl8vCzl2REVWKvKy7aVEcDDxAJ0Ck+z6Xz5C/J0QReASMGjzxSaa10o5ETQZ7dDoRxMEGd1MZAeIp61lWkJzNN+MQgK006vQD5sUHodv3E4zEHscoPpJvC/0cKyK2Uu5XIme9PUwBhFxmwa8kPhdrQnSUkQCWL2dYOMmCkYMgi8ErzCcZqwZ2LhtyBg0gOCF/+igKGa7Njjlx5yld9m2t/bypqkPKT6DYV+D4klJKEg5lJyAfbXN9XBc7ytt1XYoLClcG68GlEO4jMApiz1H5nPwfkcQj9Uk034T4fBVtGq0HE+7OPMkjP/IbH3F3fgME8geLljx4SVtqOLdLfRymgNRu1qcFsqKdxS1MZQZ7CYRuhC8a2dOVS4qxMsuRzpdqIhOtFbBfg32upG4HdEhtxG8yE3p5F2P8+ZtGyjB1KxeDg/zqXYwjm20dE3ph3iiwsURQHhvf/aso1aBi3Rfo/GJHdNYUpwxiesDGTcY2fgD5i+3UDgRNs5tszThctB5NtjOUstA3JnrNlyQotvPAHBMBVqjrI8U2UNBs=
주연테크 D2 14N i5-10400,"599,000원",https://adcr.naver.com/adcr?x=+vxnrh1Qkj8qOPb+cz5kJf///w==kyA6CTuFz4Z0bpafQjR4GHeLZifR4z8g0KcFFYIZMcoynFdKMS5ijQM3zyiWdZpl3VRnb3x4GLFNuVUWfE9OmDZn4CJjRwGI9JB/rZi8UmhVQLrj09wRR+TfjQbcrrZFj+s4VCe9KdntXN2IpzrdPVCWNyjTfjB6j9o+MWm51KcmAZcTAaHNYW5mUyWFFiSg2NJA6HXRafBHr3SDtGdL5Yp9ekYNYsK2XJUceaHHO9JfGdSl2Cnjt3hp/ItFhS2Xi2nX/1/gs8AEVY4uH3LTMjowr8VW4idWDZeUlTt7H+Tcz4Fgwl++lzxlAJcgqkCnyauT6lEztGWXyXKquYRNRGnw3TFCIwzUeYgbT9KJSp0vkXI+sMMbtRwl1qE/Ya20J3oaywdkfpGvUuzwV0ap4zltR8LB2ndFmvpPE9BP+H7TT8N6tH1dBhiEk1/SU9aNr0FIJG5paNxGgAV13fyM1nZ9zMlK52Zd/mxUNokTSuybcOx8ZUK0PI0G0derqApZHJG4tKUZQePmR47xFklIUtzVDJhZPhzyRESsVZC8hCobgncwOrC0nV+ifTzA3y+/QI3Z8hKSErQ8zHFCGy/WUsi2ujoOY5q0mzK0s+TcY4nfAHjc89fhUyVJ//lnzvfUJWJ7bYmMIpXiLfWOSvk85Jbf9gxQ+LGfwtRwNADWO6GBXMHolMBLGYYfSQpzt55FP0Dw8Nr+TP45mvnz3yKYiyS87LQTmoiPxk6I3H5EF4C9Y5QI7OmbF2hX9ApCsmxSC6pP5wiUPqcBQKP4yX40Fsmh6C0xYI2jgThYyDVPloPw8oeYJBH2fmrD11grXVHO8sJ8lvZ3NCFI6+LuC2DjQKl3vjYTABeU9ncrzWSIzPwg=
